13986093,9327901
10613482,9383001
10998680,9925001
10349581,8925001
10733085,9686001
10649056,9524302
10962820,9979301
10286276,8884001
10374892,8925002
10474310,9361003
12674761,0085000
12750419,0070300
10762851,9813003
10562629,9725098
10625681,9712001
10701845,8409600
12525920,8001000
10974370,9873003
12050753,9827501
12433795,8553200
10962512,9952003
10601195,9880501
12486540,8410200
10413315,9613005
10862489,9225028
10362781,9621003
12325137,9992036
12637350,0125000
10350890,7909500
10898624,9815007
10337976,9525015
10213346,9586001
12425710,0027701
10362847,9428203
10386893,9621001
10450781,9622501
10798821,9885001
10433390,8752100
10625670,7902300
12662573,0152002
12598190,0086000
12633830,0122200
10537824,8665000
12649043,0135600
10925926,9721502
10437284,9277001
12098240,9725025
12049246,9920004
10725968,9821002
10374782,8122010
10525416,8012800
10825485,9825012
12450801,9625017
10637561,9737217
10498312,9513502
10650563,9627102
10662564,9627103
10649562,9627104
10650189,9737215
10649485,9516001
10725704,8664200
10762708,9142003
10833482,8697400
10933978,9628203
10798436,9121006
12337061,9970000
10698072,9728901
10833493,9425025
10913837,9837205
12033813,9528207
10586268,9321005
10762378,9061900
10449780,9527701
10649540,9727701
10386783,9225001
12733457,0114004
10401380,8552004
10474387,8863400
10601789,9652015
10474068,9651007
12537195,0029300
12886379,0129300
10398784,1200009
12713481,0129305
10825496,9727101
10662069,9724601
10286804,9310001
10286078,9125063
10433038,9651004
10413062,9651001
12662815,8643000
10562816,9046100
10613064,9621004
12837374,9973001
12050368,0137201
10625560,9725035
12586574,0078501
10662674,9215001
10362869,8721100
12650297,0114002
10313391,9100001
10433357,8401700
12098031,9923511
12062237,9925010
12333684,9874712
10450374,9131002
12637801,0115000
12333046,0070400
10713846,9880502
10674796,9751008
10601701,0113008
12550978,0010201
13086194,0010200
10350593,8528500
10762367,9725080
12333926,8301400
10374562,8312100
10925134,9996004
10337547,7912500
10974678,9221001
10313039,9578006
10886623,9978001
12301927,0052000
10462716,9044500
10349845,9477002
10725594,9852008
10937916,9325023
12525579,0078000
12533609,0178003
12425721,9880503
10462397,9652004
12498706,0021500
10662531,9127701
10462408,9651009
10449725,9760001
10733327,9852004
12301542,9911001
10362605,8002300
10333785,8103000
10333587,8861100
12849287,0188718
12086063,8202800
12525546,0077104
12362713,0079300
12062072,9727104
10333917,9333003
10733096,9814005
12425754,9125016
10774819,9885002
10774027,9795003
10913804,9978501
10662784,9251702
10862621,9815002
10886491,9673001
10849817,0077400
10701460,9721908
10501810,7902800
10713098,9625041
12801041,9937504
10725605,9752029
10462045,9501505
10750025,9727513
10349867,9791501
10425690,9677402
10586279,9621013
10537285,9621005
12450713,0021003
10825760,9851008
12513127,0010702
12033098,9827106
12525194,0020800
10874512,9837002
10449318,9652005
12737846,0154000
12749847,0254000
12586123,9913005
10398927,8825002
12386968,8525001
12549801,0177003
12749429,9910203
10333906,1700176
10649782,9752003
10374958,9236001
10449307,9060300
12074205,9986005
12313961,0014000
10537813,8748700
10625967,8414001
10662179,8930100
12774971,0152025
12562803,0177100
10433071,0052010
10601657,9613001
10562497,9441002
10437328,9778501
10725847,9283701
10398872,8200100
10301786,9190001
12562187,0086004
10325942,8717200
10786842,9827103
10486058,9552004
10533380,9681001
12550549,0021501
12474759,9931005
10898613,9725016
10801615,9725018
10925376,9877402
10637473,9061000
12586563,0025506
10750597,8552001
12333057,0177002
10486729,9730004
12433762,9877813
12586981,0120002
10250482,9684001
12725823,0277002
12550538,9650001
10862478,8552300
10749596,9752036
10774379,9860501
12637240,9952005
12386682,9674721
13062170,9974708
10374573,9124204
12550098,0010001
12313059,9977102
10601481,9780503
10886502,9723516
10462287,8652900
10974403,9823526
10937927,9823530
10650486,9383003
10350923,8008200
10786017,9727511
10337789,9251001
10225259,9386002
10898305,9925007
10274264,9184001
10325964,9486001
10386849,9625009
10437053,8910300
10749816,9185003
10625472,9860502
10850510,9814003
10349790,9125023
12898380,9125043
10533831,9643010
10937278,0414006
10933659,9861001
10601976,9712002
12613436,9725049
12637812,0025008
12733820,9177005
10474365,9431102
12762970,9452004
12898754,0110701
12033549,9937508
10425305,8621000
10749508,9725036
12562561,9927104
12713415,9970107
10374859,8213000
12513105,9924602
10398564,8825008
10562596,9021002
10537615,9925009
10398894,9725078
10733976,9827701
10849894,9830001
12737824,0277000
12062457,9951702
12813372,0173000
10213368,9386001
12737417,9874705
10362792,9525016
10349548,9177001
12625437,0125005
10401072,9751009
10486960,9625050
12550571,0086001
12650814,0120004
12633038,0137202
10601250,9779403
10762961,9730001
10237018,7903900
10949312,9825001
10449395,9013004
10401358,8809300
12533103,0024601
10462694,9677401
12833381,0152003
10637781,9025061
12762420,9874710
12074458,9577000
10374793,7913200
10698468,9516003
10833768,9852022
10898591,9837206
12537107,0081000
10913210,7904900
10501821,9529002
10749068,8734200
10733965,9725045
10401402,9652016
12033307,9913016
10313567,8863100
10562607,9025017
12637042,0037202
10662487,9620002
12401708,0021001
12313048,0077005
12362053,9677012
10325579,9193005
10325953,9492017
10725935,9525034
12774410,0074703
12762409,0074702
10398047,9178004
12686762,0177101
12033692,9211003
10737705,9842001
10486289,8552400
12601435,0120800
12537921,0124600
12562198,0024604
12562572,0086002
10462364,9737501
10498719,9437500
10933824,9986004
10349537,0043005
10613603,9980502
10486234,9025064
12533796,9852021
10425063,9652001
10625175,9625039
10650046,9621010
12301971,9143003
10601492,9716003
10333048,9679304
10786743,9421001
10862731,9829003
12849760,0137500
10749354,9781005
10750014,9583501
10762928,9837501
10486036,9451002
12798830,0137000
10713021,9525023
12701843,0211001
12950872,0188703
12598102,9815001
12649439,0125006
10425921,8522006
10774071,0070000
12762827,0230000
10637495,9720004
10613185,9737203
10813704,9433001
